ts_code,trade_date,close,pct_chg,score,volume_ratio,structure,ma10,ma20,macd_dif,macd_dea,rsi6,boll_mid,turnover,avg_turnover_5,atr_ratio,price_vs_ma20,tier,ma5,kdj_k,kdj_d,wr1,wr2,regime,entry_price,ret_1,ret_3,ret_5
159783.SZ,20240205.000000,0.415000,1.467000,4,,,0.429300,0.441500,,,32.669058,,118039.020000,79999.474400,0.035628,-0.060023,C,0.414000,22.973506,,65.573769,60.377357,bear,0.415000,0.055422,0.086747,0.101205
159531.SZ,20240206.000000,0.703000,2.627700,4,,,0.815900,0.877250,,,16.557637,,80558.648000,38961.686800,0.064723,-0.198632,C,0.747800,14.517639,,75.170068,70.325203,bear,0.703000,-0.034139,0.085349,0.120910
513360.SH,20240206.000000,0.521000,1.757800,4,,,0.540000,0.554300,,,34.895858,,327917.071000,153040.894200,0.040581,-0.060076,C,0.519600,17.673042,,77.380951,64.150942,bear,0.521000,-0.026871,0.120921,0.142035
563300.SH,20240206.000000,0.731000,3.541100,4,,,0.830400,0.888750,,,20.743381,,420364.456000,190720.878600,0.059801,-0.177496,C,0.766200,15.285373,,74.087591,68.722467,bear,0.731000,-0.025992,0.093023,0.101231
159866.SZ,20240221.000000,1.086000,-0.640400,4,,,1.078700,1.076050,,,53.358141,,358826.068000,611870.580000,0.044528,0.009247,B,1.073000,41.463656,35.917821,64.885496,41.025640,sideways,1.086000,0.023020,0.056169,0.067219
513850.SH,20240304.000000,1.153000,0.698700,3,,,1.143800,1.153000,,,54.264494,,157270.269000,253373.987800,0.016417,0.000000,C,1.143400,50.469512,50.751408,42.857142,13.043478,sideways,1.153000,-0.006071,-0.009540,-0.007806
513850.SH,20240305.000000,1.146000,-0.607100,3,,,1.143800,1.141350,,,49.178199,,77671.227000,230524.925800,0.014772,0.004074,C,1.145200,46.027293,49.176703,62.857141,43.478259,sideways,1.146000,-0.001745,0.011344,0.001745
159605.SZ,20240308.000000,0.692000,1.615300,6,,,0.700900,0.696600,,,45.684092,,950401.507000,901240.251800,0.025908,-0.006604,A,0.692400,26.216398,36.092061,72.093022,66.666665,sideways,0.692000,0.011561,0.060694,0.041908
159607.SZ,20240308.000000,0.689000,1.923100,6,,,0.696300,0.691350,,,47.302305,,273332.006000,334941.668200,0.026125,-0.003399,B,0.688000,27.973434,37.555409,68.888887,62.162160,sideways,0.689000,0.010160,0.060958,0.042090
511090.SH,20240313.000000,106.667300,-0.222300,4,,,108.117966,106.985124,,,34.301174,,943790.108000,948663.375600,0.007838,-0.002971,B,108.046768,42.784896,63.397315,73.737391,73.737391,sideways,106.667300,0.000597,0.008689,0.016513
511090.SH,20240314.000000,106.730989,0.059700,6,,,107.941730,107.069867,,,35.697591,,800555.940000,929382.544000,0.008107,-0.003165,A,107.552091,37.814591,54.869740,72.126019,72.126019,sideways,106.730989,0.004872,0.018703,0.014579
511090.SH,20240318.000000,107.594106,0.320000,3,,,107.869202,107.320532,,,53.171293,,803489.720000,943622.802000,0.007770,0.002549,C,107.029658,42.494578,47.192783,50.288617,43.524609,sideways,107.594106,0.010531,0.006441,-0.000292
159892.SZ,20240320.000000,0.461000,0.000000,5,,,0.463300,0.464450,,,44.307723,,236574.109000,401317.855200,0.029439,-0.007428,A,0.468400,40.689723,46.252667,67.741934,93.333331,sideways,0.461000,-0.002169,-0.034707,-0.041215
159892.SZ,20240321.000000,0.460000,-0.216900,5,,,0.465200,0.464450,,,42.980570,,275841.569000,300962.418400,0.028416,-0.009581,B,0.465400,34.399209,42.301514,71.666665,95.555553,sideways,0.460000,-0.034783,-0.028261,-0.039130
513120.SH,20240321.000000,0.673000,-0.737500,5,,,0.681800,0.678350,,,43.349058,,1211694.200000,1253251.621600,0.030567,-0.007887,A,0.684800,35.528064,44.193334,73.626373,97.101448,sideways,0.673000,-0.034175,-0.026746,-0.041605
588200.SH,20240322.000000,0.999000,-1.186900,4,,,1.010400,1.004750,,,44.173308,,230102.865000,264461.669000,0.026527,-0.005723,B,1.013200,52.615285,58.862331,64.814814,64.150942,sideways,0.999000,-0.024024,-0.079079,-0.067067
159509.SZ,20240325.000000,1.377000,2.303100,6,,,1.404000,1.389350,,,45.956704,,954908.895000,996847.030800,0.037193,-0.008889,A,1.379200,23.923008,35.567913,77.124183,65.686274,sideways,1.377000,0.017429,0.005810,0.013798
511090.SH,20240325.000000,107.562738,-0.537100,3,,,107.629753,107.929943,,,43.394465,,709990.430000,835326.006800,0.008012,-0.003402,C,108.229848,66.728652,63.215216,39.572180,78.491406,sideways,107.562738,0.000513,0.006186,0.002642
513360.SH,20240328.000000,0.581000,1.219500,3,,,0.607700,0.614900,,,30.365824,,172473.409000,126067.580200,0.024834,-0.055131,C,0.595000,20.327682,,83.076922,83.076922,bear,0.581000,-0.003442,0.008606,-0.024096
159509.SZ,20240401.000000,1.396000,1.675200,3,,,1.385000,1.398050,,,53.665176,,573569.977000,583148.199000,0.027272,-0.001466,C,1.390800,47.559641,41.967684,41.935483,14.285714,sideways,1.396000,-0.007163,-0.038682,-0.040115
511090.SH,20240401.000000,107.846958,-0.472000,4,,,108.104087,107.986644,,,47.169264,,642025.778000,618504.847200,0.006327,-0.001294,B,107.978327,51.511156,58.166532,70.996544,58.300398,sideways,107.846958,-0.000335,0.003772,0.001974
159509.SZ,20240402.000000,1.386000,-0.716300,3,,,1.384000,1.399050,,,48.708193,,331209.772000,481381.196600,0.023913,-0.009328,C,1.387800,49.166744,44.367371,47.619047,41.860464,sideways,1.386000,-0.020924,-0.045455,-0.048341
511090.SH,20240402.000000,107.810837,-0.033500,5,,,108.012452,107.974667,,,46.222450,,888073.525000,685594.222200,0.005688,-0.001517,A,108.016920,43.569340,53.300801,72.433533,67.093985,sideways,107.810837,0.004779,0.005087,-0.003298
159629.SZ,20240403.000000,2.207000,-0.630300,3,,,2.202800,2.208100,,,51.073597,,156526.591000,248314.352400,0.019839,-0.000498,C,2.202600,53.789114,49.126638,45.348837,23.577236,sideways,2.207000,-0.017671,-0.024014,-0.028092
159740.SZ,20240403.000000,0.460000,-1.709400,4,,,0.463000,0.464800,,,44.458939,,304597.408000,314809.398800,0.022826,-0.010327,B,0.465400,45.146098,42.074079,69.999998,62.499997,sideways,0.460000,-0.006522,0.019565,0.004348
513010.SH,20240403.000000,0.484000,-1.626000,4,,,0.486600,0.487900,,,45.328405,,356756.722000,325411.879200,0.023908,-0.007993,B,0.489200,46.409789,43.165948,67.741933,59.999998,sideways,0.484000,-0.008264,0.018595,0.002066
513130.SH,20240403.000000,0.460000,-1.709400,5,,,0.463200,0.465350,,,44.085862,,1225340.760000,1358584.847600,0.023758,-0.011497,A,0.465200,43.708304,40.705066,70.967740,62.499997,sideways,0.460000,-0.006522,0.019565,0.004348
513180.SH,20240403.000000,0.469000,-1.882800,5,,,0.472100,0.473650,,,44.691427,,1657783.548000,1738219.095000,0.023911,-0.009817,A,0.474800,44.616932,41.852350,70.967740,65.384613,sideways,0.469000,-0.006397,0.021322,0.004264
560090.SH,20240415.000000,0.895000,1.704500,4,,,0.915300,0.938250,,,33.495857,,19243.975000,14835.443000,0.018436,-0.046096,C,0.897600,14.666203,,67.088607,55.932202,bear,0.895000,-0.015642,0.010056,0.003352
588030.SH,20240521.000000,0.807000,-1.465200,5,,,0.820000,0.808500,,,42.190433,,520170.931000,548657.536400,0.021331,-0.001855,A,0.811400,26.055010,35.531445,86.792451,76.666664,sideways,0.807000,0.006196,-0.037175,-0.030979
588200.SH,20240521.000000,0.907000,-1.090500,4,,,0.911700,0.906900,,,47.280628,,185784.446000,251464.233800,0.024965,0.000110,B,0.905400,32.717697,34.215558,69.841269,55.813952,sideways,0.907000,0.005513,-0.037486,-0.005513
588220.SH,20240521.000000,0.810000,-1.098900,5,,,0.822000,0.810450,,,42.411829,,520102.782000,602018.027400,0.020635,-0.000555,A,0.813200,23.387000,33.803844,88.235292,78.571426,sideways,0.810000,0.006173,-0.038272,-0.034568
588800.SH,20240521.000000,0.778000,-1.017800,4,,,0.789300,0.777900,,,42.971692,,493146.296000,497386.164200,0.020474,0.000129,B,0.781000,25.812089,35.941020,85.416665,74.074071,sideways,0.778000,0.005141,-0.038560,-0.033419
159629.SZ,20240523.000000,2.178000,-2.200300,3,,,2.221600,2.208700,,,33.572508,,111995.336000,207393.339600,0.016332,-0.013900,C,2.223000,33.079240,44.128462,92.929292,91.860464,sideways,2.178000,-0.011938,-0.011938,-0.012856
560010.SH,20240523.000000,2.176000,-2.114300,4,,,2.218000,2.204550,,,33.296552,,257795.094000,373997.890000,0.016085,-0.012950,B,2.219400,33.826597,44.341893,89.999999,88.764044,sideways,2.176000,-0.011489,-0.012408,-0.012868
159593.SZ,20240606.000000,1.022000,-0.195300,5,,,1.024000,1.032700,,,42.311467,,284491.594000,224250.519600,0.010414,-0.010361,B,1.022400,41.625862,32.816639,55.999998,49.999998,sideways,1.022000,-0.007828,-0.015656,-0.017613
159595.SZ,20240606.000000,1.024000,0.000000,4,,,1.024000,1.032450,,,44.828417,,191471.532000,230090.994600,0.010463,-0.008184,B,1.022200,42.521787,31.621102,47.999998,40.909089,sideways,1.024000,-0.007812,-0.019531,-0.018555
588220.SH,20240614.000000,0.787000,-0.756600,3,,,0.783600,0.790550,,,51.440334,,755201.107000,570945.960200,0.021510,-0.004491,C,0.783400,66.309247,55.611114,27.906976,27.906976,sideways,0.787000,0.006353,-0.013977,-0.012706
588800.SH,20240614.000000,0.755000,-0.788400,3,,,0.751000,0.758350,,,51.628957,,349090.237000,412462.593600,0.021665,-0.004417,C,0.750800,62.326214,51.914911,32.558139,32.558139,sideways,0.755000,0.009272,-0.010596,-0.009272
159892.SZ,20240617.000000,0.437000,0.000000,3,,,0.435100,0.438750,,,51.976884,,175516.212000,242148.298400,0.023210,-0.003989,C,0.435000,54.698084,49.217514,39.130433,24.999998,sideways,0.437000,-0.018307,-0.025172,-0.045767
513120.SH,20240619.000000,0.635000,0.953900,6,,,0.637700,0.636200,,,46.435316,,880539.286000,755460.693800,0.023060,-0.001886,A,0.638400,44.982967,51.513380,62.068963,52.173911,sideways,0.635000,-0.018898,-0.031496,-0.004724
159796.SZ,20240626.000000,0.495000,1.434400,4,,,0.512000,0.523150,,,28.774859,,23073.504000,15397.425200,0.024387,-0.053809,C,0.499200,16.952961,,72.222221,72.222221,bear,0.495000,-0.022222,-0.032323,-0.044444
561160.SH,20240626.000000,0.417000,1.707300,4,,,0.430800,0.440650,,,30.277398,,34622.386000,18709.561200,0.025180,-0.053671,C,0.420000,16.439446,,71.739129,70.454544,bear,0.417000,-0.023981,-0.033573,-0.040767
560090.SH,20240709.000000,0.829000,1.842800,4,,,0.846200,0.869550,,,32.630688,,14102.107000,10095.935600,0.018783,-0.046633,C,0.832400,15.840818,,70.833332,57.999999,bear,0.829000,0.000000,0.012063,0.021713
562500.SH,20240709.000000,0.606000,2.364900,4,,,0.620600,0.638900,,,34.625428,,64247.374000,48912.604200,0.026167,-0.051495,C,0.608000,20.753712,,63.934425,57.692307,bear,0.606000,-0.001650,0.006601,-0.008251
588190.SH,20240709.000000,0.700000,1.449300,4,,,0.717100,0.746350,,,34.573698,,165646.713000,129623.470000,0.030306,-0.062102,C,0.702000,16.529042,,75.675675,59.090908,bear,0.700000,-0.005714,0.025714,0.018571
159629.SZ,20240719.000000,1.960000,0.564400,3,,,1.952900,1.965250,,,49.105377,,247627.392000,442147.963600,0.019096,-0.002671,C,1.955800,66.750011,62.156629,27.450980,37.837837,sideways,1.960000,0.001020,-0.041837,-0.026531
560010.SH,20240719.000000,1.956000,0.204900,3,,,1.951200,1.962350,,,47.739957,,612169.906000,968736.588000,0.019245,-0.003236,C,1.954200,66.641048,62.111913,30.097087,43.055555,sideways,1.956000,-0.000511,-0.039366,-0.024029
159605.SZ,20240722.000000,0.799000,2.173900,5,,,0.804800,0.798650,,,48.403532,,766175.981000,691874.343400,0.021545,0.000438,A,0.797800,31.475346,42.209318,68.965516,64.705881,sideways,0.799000,-0.016270,-0.046308,-0.028786
159607.SZ,20240722.000000,0.793000,2.190700,6,,,0.799600,0.794100,,,47.735926,,292257.620000,234684.621200,0.021438,-0.001385,B,0.792000,31.519364,42.054289,68.421051,64.705881,sideways,0.793000,-0.016393,-0.049180,-0.029004
159629.SZ,20240722.000000,1.962000,0.102000,3,,,1.958400,1.964200,,,50.390804,,249086.760000,424546.732800,0.019004,-0.001120,C,1.956400,66.121629,63.478296,25.490196,25.000000,sideways,1.962000,-0.029052,-0.039755,-0.029052
159740.SZ,20240722.000000,0.487000,1.458300,5,,,0.489900,0.486250,,,48.119804,,318044.298000,294154.021200,0.021267,0.001542,B,0.487600,38.526282,47.819288,61.290321,60.869563,sideways,0.487000,-0.018480,-0.053388,-0.036961
513010.SH,20240722.000000,0.509000,1.394400,6,,,0.513900,0.510700,,,46.007250,,529501.104000,431694.538400,0.023435,-0.003329,A,0.510400,34.399928,43.584225,69.696968,65.517239,sideways,0.509000,-0.017682,-0.053045,-0.035363
513130.SH,20240722.000000,0.485000,1.252600,6,,,0.488800,0.485300,,,46.774683,,1948481.916000,1907852.573000,0.022239,-0.000618,A,0.486000,38.603730,47.973663,62.499998,63.999997,sideways,0.485000,-0.016495,-0.051546,-0.035052
513180.SH,20240722.000000,0.498000,1.425700,5,,,0.500600,0.497100,,,48.644626,,2470161.620000,2096822.150800,0.022519,0.001811,A,0.498000,37.042686,45.240042,62.499998,59.999998,sideways,0.498000,-0.018072,-0.054217,-0.040161
560010.SH,20240722.000000,1.955000,-0.051100,3,,,1.956500,1.961300,,,47.111439,,330990.553000,768154.366400,0.019035,-0.003212,C,1.954200,62.945884,62.389903,31.067961,31.034482,sideways,1.955000,-0.025064,-0.038363,-0.028133
159509.SZ,20240726.000000,1.500000,2.389100,4,,,1.598100,1.649850,,,27.938621,,2785551.994000,1599786.676200,0.037857,-0.090826,C,1.526200,14.652021,,79.194631,68.527918,bear,1.500000,0.038000,0.022667,-0.012667
513380.SH,20240726.000000,0.427714,1.183400,5,,,0.441320,0.444572,,,33.689473,,148739.934000,121092.795200,0.022723,-0.037920,C,0.433517,13.847223,,85.542254,78.571426,bear,0.427714,0.007016,0.022223,-0.023392
513120.SH,20240731.000000,0.629000,3.453900,3,,,0.625200,0.619900,,,57.303018,,1299414.345000,822560.422000,0.025324,0.014680,C,0.617000,32.246117,34.150906,45.652173,28.571428,sideways,0.629000,-0.004769,-0.019078,0.019078
159892.SZ,20240801.000000,0.416000,-0.478500,3,,,0.414700,0.414550,,,53.056085,,259667.770000,222291.913400,0.022321,0.003498,C,0.411800,38.210385,34.897089,49.999998,29.999999,sideways,0.416000,-0.007212,0.012019,0.028846
513120.SH,20240801.000000,0.626000,-0.476900,3,,,0.623700,0.621000,,,54.139691,,726511.059000,795815.789400,0.024646,0.008052,C,0.619600,37.439440,35.247084,52.173912,33.333332,sideways,0.626000,-0.003195,0.019169,0.030351
159892.SZ,20240802.000000,0.413000,-0.721200,5,,,0.414000,0.414300,,,48.273444,,329228.373000,258680.741400,0.023521,-0.003138,B,0.412200,38.568827,36.121002,60.714284,52.173911,sideways,0.413000,-0.009685,0.031477,0.033898
513120.SH,20240802.000000,0.624000,-0.319500,4,,,0.623100,0.621050,,,51.849856,,1416135.855000,954142.865000,0.025527,0.004750,B,0.620800,39.452380,36.648849,56.521738,48.717947,sideways,0.624000,-0.011218,0.027244,0.033654
159501.SZ,20240806.000000,1.223000,3.206800,4,,,1.297900,1.351050,,,31.231951,,276083.405000,176784.526000,0.031889,-0.094778,C,1.269400,20.251598,,73.205741,69.729729,bear,1.223000,0.004088,0.017989,0.031071
159632.SZ,20240806.000000,1.491000,3.112000,4,,,1.578400,1.643850,,,31.429916,,678981.413000,512721.581200,0.030995,-0.092983,C,1.548000,23.047991,,69.696969,69.162995,bear,1.491000,0.005366,0.020121,0.034205
159696.SZ,20240806.000000,1.210000,3.242300,4,,,1.275100,1.323700,,,31.669553,,41844.992000,28947.358000,0.028453,-0.085896,C,1.251400,24.586497,,67.015706,64.606741,bear,1.210000,0.004132,0.018182,0.029752
159866.SZ,20240806.000000,0.971000,4.408600,3,,,1.043300,1.077400,,,31.320687,,496836.078000,248523.083800,0.034427,-0.098756,C,1.020200,26.192370,,73.255814,73.255814,bear,0.971000,0.023687,0.028836,0.058702
159599.SZ,20240829.000000,0.942000,1.508600,4,,,0.955100,0.977650,,,34.141966,,7859.239000,4175.873200,0.017895,-0.036465,C,0.937200,15.788874,,69.620252,53.846153,bear,0.942000,0.033970,0.002123,-0.010616
588890.SH,20240829.000000,1.003000,1.007000,4,,,1.019500,1.042000,,,29.834594,,1202.082000,949.830400,0.018089,-0.037428,C,1.001600,14.944976,,76.923076,63.265305,bear,1.003000,0.036889,-0.000997,-0.000997
159740.SZ,20240911.000000,0.459000,-0.433800,5,,,0.462500,0.463150,,,44.223180,,295000.330000,240784.062200,0.018985,-0.008960,B,0.459600,27.797862,35.495250,70.967740,66.666661,sideways,0.459000,0.015251,0.028322,0.065359
159792.SZ,20240911.000000,0.537000,-0.555600,5,,,0.542300,0.538650,,,44.628165,,325236.775000,399230.957800,0.021282,-0.003063,B,0.539800,30.997828,39.517427,73.684209,64.705879,sideways,0.537000,0.013035,0.024209,0.055866
513130.SH,20240911.000000,0.461000,-0.216500,5,,,0.463300,0.463700,,,46.952403,,1190927.550000,1069793.348000,0.019523,-0.005823,A,0.460600,29.483596,35.510890,67.741933,53.846150,sideways,0.461000,0.008677,0.023861,0.060738
513180.SH,20240911.000000,0.465000,-0.428300,5,,,0.468700,0.469200,,,42.773640,,1862663.034000,1572352.374600,0.019355,-0.008951,A,0.465800,29.579423,36.632060,70.967740,64.285710,sideways,0.465000,0.010753,0.023656,0.062366
159740.SZ,20240912.000000,0.466000,1.525100,3,,,0.463000,0.463750,,,58.234226,,356315.478000,259387.370800,0.019160,0.004852,C,0.460200,40.100534,37.030345,57.692305,21.428570,sideways,0.466000,-0.004292,0.042918,0.049356
159792.SZ,20240912.000000,0.544000,1.303500,3,,,0.542700,0.539600,,,56.156650,,496981.896000,388706.007800,0.021665,0.008154,C,0.539800,39.505798,39.513550,61.764704,23.529410,sideways,0.544000,-0.001838,0.044118,0.036765
513010.SH,20240912.000000,0.482000,1.048200,5,,,0.481900,0.482150,,,52.989184,,334090.137000,234373.554600,0.019117,-0.000311,B,0.479000,37.456227,38.496343,65.384613,30.769228,sideways,0.482000,-0.002075,0.043568,0.051867
513130.SH,20240912.000000,0.465000,0.867700,3,,,0.463700,0.464300,,,55.527753,,1499636.748000,1139175.422400,0.019508,0.001508,C,0.460800,39.263573,36.761784,62.962961,28.571427,sideways,0.465000,0.000000,0.047312,0.053763
513180.SH,20240912.000000,0.470000,1.075300,4,,,0.469100,0.469700,,,54.986911,,1872078.103000,1593442.669400,0.019453,0.000639,B,0.466200,38.238133,37.167417,62.962961,28.571427,sideways,0.470000,0.000000,0.042553,0.053191
511090.SH,20241017.000000,114.342433,0.494600,3,,,113.514026,114.843145,,,53.762867,,3643927.024000,4579598.611400,0.013565,-0.004360,C,114.021565,63.792992,54.472622,19.861359,39.567030,sideways,114.342433,-0.001834,-0.004563,-0.010338
159509.SZ,20241024.000000,1.534000,-1.096100,5,,,1.564900,1.544100,,,39.377621,,1625344.434000,1720689.988400,0.026821,-0.006541,A,1.555600,36.110909,55.234954,87.499999,85.526315,sideways,1.534000,-0.007823,-0.001304,0.009778
159509.SZ,20241025.000000,1.522000,-0.782300,3,,,1.562500,1.542300,,,34.632536,,1373436.358000,1478692.541000,0.023606,-0.013162,C,1.545800,24.444309,44.971406,98.888888,98.666665,sideways,1.522000,0.011827,0.040079,-0.001314
159688.SZ,20241025.000000,0.878000,0.114000,5,,,0.889000,0.881400,,,46.135007,,200853.821000,293438.991200,0.050195,-0.003857,B,0.885800,28.482688,29.790447,74.999999,69.230768,sideways,0.878000,0.019362,0.007973,0.007973
159509.SZ,20241028.000000,1.540000,1.182700,6,,,1.561000,1.540550,,,46.283782,,1067376.678000,1398309.632200,0.022032,-0.000357,A,1.541400,24.415864,38.119559,78.888888,67.796609,sideways,1.540000,-0.005195,0.005844,-0.010390
159506.SZ,20241029.000000,0.876000,-1.240100,3,,,0.878800,0.878250,,,48.451365,,213857.924000,219257.594800,0.032942,-0.002562,C,0.884200,56.078445,51.057983,49.999999,89.655169,sideways,0.876000,-0.029680,-0.049087,-0.020548
159509.SZ,20241029.000000,1.532000,-0.519500,5,,,1.554000,1.539150,,,42.265879,,1228531.456000,1328923.598600,0.019536,-0.004645,A,1.535800,20.978097,32.405738,85.897435,79.629628,sideways,1.532000,0.033290,-0.007833,-0.013055
159593.SZ,20241030.000000,1.141000,-1.126500,3,,,1.150700,1.151050,,,45.527958,,366092.463000,317947.492200,0.024665,-0.008731,C,1.155000,61.923585,61.728518,50.666666,82.608694,sideways,1.141000,-0.003506,0.015776,0.032428
159595.SZ,20241030.000000,1.142000,-1.039900,3,,,1.150200,1.152100,,,46.310310,,485356.911000,432341.407200,0.025019,-0.008767,C,1.154400,62.736318,61.736486,48.648648,79.999998,sideways,1.142000,-0.001751,0.014886,0.031524
159605.SZ,20241030.000000,0.950000,-1.758000,4,,,0.952100,0.960800,,,49.145130,,1074283.995000,1286685.606200,0.031880,-0.011241,B,0.953000,48.195143,42.621901,56.451612,78.048779,sideways,0.950000,-0.003158,0.007368,0.009474
159607.SZ,20241030.000000,0.942000,-1.670100,3,,,0.943800,0.952150,,,49.415504,,442054.273000,535706.967800,0.032150,-0.010660,C,0.944400,49.455722,43.371573,54.237287,75.609754,sideways,0.942000,-0.003185,0.006369,0.007431
159691.SZ,20241030.000000,1.110000,-1.769900,4,,,1.130900,1.126600,,,36.489298,,170168.827000,252027.705800,0.022394,-0.014735,B,1.136400,48.230081,57.914421,84.210525,94.117645,sideways,1.110000,-0.007207,0.003604,0.002703
159740.SZ,20241030.000000,0.603000,-2.110400,3,,,0.605000,0.606400,,,49.345638,,1365912.678000,1378866.345800,0.033167,-0.005607,C,0.607200,58.183323,54.398791,51.063829,88.888886,sideways,0.603000,0.000000,-0.001658,0.011609
159742.SZ,20241030.000000,0.618000,-2.060200,3,,,0.619600,0.620800,,,49.640003,,272695.077000,314768.034600,0.033056,-0.004510,C,0.622200,57.754861,54.405955,51.999999,89.655169,sideways,0.618000,0.000000,0.000000,0.012945
159792.SZ,20241030.000000,0.692000,-1.564700,3,,,0.691800,0.692800,,,51.351426,,1302546.534000,1604070.073200,0.035921,-0.001155,C,0.694200,60.255650,55.892004,45.161290,79.999998,sideways,0.692000,0.002890,0.014451,0.033237
513010.SH,20241030.000000,0.624000,-2.194400,3,,,0.625600,0.627100,,,49.510425,,885704.990000,1004669.571800,0.033768,-0.004943,C,0.628400,58.807918,55.035051,50.980391,86.666664,sideways,0.624000,0.000000,-0.001603,0.014423
513130.SH,20241030.000000,0.606000,-1.941700,3,,,0.607000,0.607150,,,50.463394,,3867450.409000,4280190.644400,0.033593,-0.001894,C,0.609400,60.277084,56.331581,47.916666,82.142854,sideways,0.606000,-0.001650,-0.003300,0.009901
513180.SH,20241030.000000,0.613000,-2.076700,3,,,0.613900,0.614100,,,50.357944,,3982897.313000,5120403.592400,0.033093,-0.001791,C,0.616400,60.331783,56.350908,48.979591,82.758618,sideways,0.613000,0.000000,-0.001631,0.016313
513380.SH,20241030.000000,0.557279,-2.194900,3,,,0.558729,0.559530,,,49.644827,,521947.702000,506718.554000,0.033214,-0.004023,C,0.561381,59.792852,56.197285,50.548073,90.193231,sideways,0.557279,-0.001796,0.000000,0.012566
513580.SH,20241030.000000,0.608000,-2.250800,3,,,0.610800,0.613300,,,48.390594,,222164.200000,244258.587000,0.034070,-0.008642,C,0.613600,59.290176,55.809015,51.999999,92.857140,sideways,0.608000,0.000000,-0.001645,0.014803
513770.SH,20241030.000000,0.424500,-1.508100,3,,,0.425100,0.426150,,,50.569356,,835924.637000,431974.140600,0.035252,-0.003872,C,0.426600,60.227984,56.090881,45.205478,86.842101,sideways,0.424500,0.002356,0.010601,0.032980
159509.SZ,20241031.000000,1.549000,-2.147800,4,,,1.550400,1.541250,,,49.502069,,1475492.624000,1600016.849400,0.018860,0.005028,B,1.545200,42.508784,37.803468,62.666666,55.555555,sideways,1.549000,-0.018722,-0.023886,0.009038
159595.SZ,20241031.000000,1.140000,-0.175100,3,,,1.153300,1.156550,,,45.100869,,722369.883000,513519.147600,0.023308,-0.014310,C,1.152400,48.768656,57.413876,51.351351,77.272726,sideways,1.140000,0.007018,0.040351,0.064912
159682.SZ,20241031.000000,0.934000,0.646600,5,,,0.949400,0.946500,,,49.397196,,521968.639000,565551.061600,0.042062,-0.013207,B,0.946200,39.379671,46.105903,57.534246,77.142856,sideways,0.934000,-0.014989,0.065310,0.092077
159740.SZ,20241031.000000,0.603000,0.000000,4,,,0.606800,0.608950,,,49.345638,,1407923.414000,1414721.561400,0.031509,-0.009771,B,0.607600,42.492586,50.430056,51.063829,88.888886,sideways,0.603000,-0.009950,0.024876,0.036484
159742.SZ,20241031.000000,0.618000,0.000000,4,,,0.621500,0.623500,,,49.640003,,321678.095000,320266.310200,0.031438,-0.008821,B,0.622600,42.947685,50.586531,51.999999,89.655169,sideways,0.618000,-0.009709,0.025890,0.035599
159781.SZ,20241031.000000,0.564000,0.534800,4,,,0.575900,0.568500,,,48.317355,,313344.957000,507843.881600,0.041667,-0.007916,B,0.573000,41.723413,51.776045,53.488371,79.999998,sideways,0.564000,-0.023050,0.035461,0.056738
159792.SZ,20241031.000000,0.694000,0.289000,3,,,0.694600,0.696050,,,52.967379,,1282500.785000,1573599.620400,0.034068,-0.002945,C,0.695800,49.429692,53.737900,41.935483,74.285712,sideways,0.694000,0.000000,0.036023,0.067723
513010.SH,20241031.000000,0.624000,0.000000,4,,,0.627600,0.629800,,,49.510424,,971636.543000,1004972.028200,0.031708,-0.009209,B,0.628800,44.581623,51.550575,50.980391,86.666664,sideways,0.624000,-0.009615,0.025641,0.038462
513130.SH,20241031.000000,0.605000,-0.165000,4,,,0.608900,0.609750,,,49.497397,,4175021.495000,4308032.883200,0.031523,-0.007790,B,0.609800,44.946627,52.536596,49.999999,85.714283,sideways,0.605000,-0.011570,0.024793,0.036364
513180.SH,20241031.000000,0.613000,0.000000,3,,,0.615900,0.616950,,,50.357943,,4560790.880000,4869922.248800,0.031228,-0.006402,C,0.617400,46.887855,53.196557,48.979591,82.758618,sideways,0.613000,-0.011419,0.024470,0.037520
513380.SH,20241031.000000,0.556278,-0.179500,4,,,0.560430,0.561856,,,48.630747,,516593.725000,518183.153400,0.031475,-0.009928,B,0.561481,44.104590,52.166386,52.746962,94.116721,sideways,0.556278,-0.008992,0.026079,0.037771
513580.SH,20241031.000000,0.608000,0.000000,4,,,0.612600,0.615950,,,48.390593,,244198.667000,248157.603400,0.032072,-0.012907,B,0.613800,43.971228,51.863086,51.999999,92.857140,sideways,0.608000,-0.009868,0.026316,0.039474
513770.SH,20241031.000000,0.425500,0.235600,3,,,0.426750,0.427975,,,52.027893,,358960.643000,433708.499200,0.033490,-0.005783,C,0.427000,48.882148,53.687970,42.465752,81.578943,sideways,0.425500,-0.001175,0.036428,0.068155
159338.SZ,20241101.000000,0.952000,-0.314100,3,,,0.959000,0.950857,,,40.718662,,2113892.656000,2513738.240600,0.023484,0.001202,C,0.957200,45.118307,58.339868,78.124998,78.571426,sideways,0.952000,0.014706,0.038866,0.057773
159339.SZ,20241101.000000,0.961000,-0.311200,3,,,0.967100,0.958286,,,46.014242,,774899.835000,717951.286200,0.022373,0.002832,C,0.965800,49.117274,61.283826,70.967740,74.999997,sideways,0.961000,0.013528,0.037461,0.056191
